user_id,target_role,skill_name,user_score,required_score,gap_percentage,importance_weight,months_to_master,learning_intensity
103f3dd3-0e75-45b0-849c-90297db43e35,Agronomist,React,26,60,34,2,2.3,LOW
103f3dd3-0e75-45b0-849c-90297db43e35,Agronomist,FastAPI,27,83,56,2,3.7,MEDIUM
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,Soil Health,30,78,48,5,8.0,HIGH
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,Crop Science,79,68,-11,3,0.0,ACHIEVED
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,Irrigation Systems,82,76,-6,4,0.0,ACHIEVED
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,Pest Control,56,89,33,5,5.5,MEDIUM
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,Data Analysis,1,74,73,4,9.7,HIGH
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,Precision Agriculture,60,69,9,5,1.5,LOW
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,IoT Sensors,94,90,-4,3,0.0,ACHIEVED
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,Farm Management,36,74,38,1,1.3,LOW
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,Python,99,75,-24,1,0.0,ACHIEVED
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,Machine Learning,3,64,61,2,4.1,MEDIUM
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,SQL,40,79,39,2,2.6,LOW
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,React,20,72,52,5,8.7,HIGH
7667f1a0-b16d-40e3-b416-42926de57484,ML Engineer,FastAPI,1,73,72,2,4.8,MEDIUM
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,Soil Health,39,81,42,4,5.6,MEDIUM
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,Crop Science,59,88,29,4,3.9,MEDIUM
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,Irrigation Systems,44,85,41,1,1.4,LOW
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,Pest Control,29,89,60,2,4.0,MEDIUM
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,Data Analysis,18,78,60,5,10.0,HIGH
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,Precision Agriculture,28,67,39,4,5.2,MEDIUM
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,IoT Sensors,81,70,-11,4,0.0,ACHIEVED
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,Farm Management,40,85,45,3,4.5,MEDIUM
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,Python,87,67,-20,2,0.0,ACHIEVED
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,Machine Learning,61,64,3,2,1.0,LOW
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,SQL,26,82,56,2,3.7,MEDIUM
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,React,100,88,-12,5,0.0,ACHIEVED
f3ad3526-5e7c-44f1-9532-facaa395ca46,Farm Manager,FastAPI,84,90,6,4,1.0,LOW
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,Soil Health,42,74,32,1,1.1,LOW
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,Crop Science,100,66,-34,1,0.0,ACHIEVED
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,Irrigation Systems,63,62,-1,1,0.0,ACHIEVED
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,Pest Control,20,64,44,3,4.4,MEDIUM
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,Data Analysis,95,79,-16,4,0.0,ACHIEVED
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,Precision Agriculture,45,68,23,5,3.8,MEDIUM
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,IoT Sensors,70,60,-10,3,0.0,ACHIEVED
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,Farm Management,70,78,8,2,1.0,LOW
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,Python,51,78,27,1,1.0,LOW
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,Machine Learning,7,73,66,2,4.4,MEDIUM
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,SQL,35,86,51,2,3.4,MEDIUM
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,React,60,62,2,2,1.0,LOW
6a8451d2-85fd-4233-9b9e-d8f3729298ff,Data Scientist,FastAPI,51,83,32,2,2.1,LOW
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,Soil Health,72,88,16,5,2.7,LOW
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,Crop Science,74,79,5,2,1.0,LOW
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,Irrigation Systems,12,82,70,3,7.0,HIGH
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,Pest Control,58,63,5,3,1.0,LOW
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,Data Analysis,37,61,24,5,4.0,MEDIUM
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,Precision Agriculture,28,89,61,4,8.1,HIGH
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,IoT Sensors,93,69,-24,3,0.0,ACHIEVED
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,Farm Management,47,84,37,1,1.2,LOW
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,Python,48,70,22,3,2.2,LOW
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,Machine Learning,5,63,58,4,7.7,HIGH
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,SQL,36,68,32,5,5.3,MEDIUM
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,React,59,83,24,5,4.0,MEDIUM
b537f00f-890c-4aa3-af0e-bfa80e412330,Farm Manager,FastAPI,23,65,42,3,4.2,MEDIUM
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,Soil Health,86,70,-16,2,0.0,ACHIEVED
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,Crop Science,25,68,43,4,5.7,MEDIUM
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,Irrigation Systems,72,66,-6,4,0.0,ACHIEVED
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,Pest Control,52,77,25,4,3.3,MEDIUM
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,Data Analysis,32,77,45,1,1.5,LOW
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,Precision Agriculture,84,90,6,4,1.0,LOW
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,IoT Sensors,97,67,-30,3,0.0,ACHIEVED
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,Farm Management,2,76,74,4,9.9,HIGH
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,Python,94,76,-18,5,0.0,ACHIEVED
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,Machine Learning,30,87,57,2,3.8,MEDIUM
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,SQL,13,66,53,5,8.8,HIGH
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,React,62,76,14,4,1.9,LOW
0ab1b88b-9ba0-4bdf-b0a9-5e4459d846ca,Data Scientist,FastAPI,25,65,40,5,6.7,HIGH
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,Soil Health,51,60,9,1,1.0,LOW
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,Crop Science,90,62,-28,1,0.0,ACHIEVED
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,Irrigation Systems,2,76,74,1,2.5,LOW
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,Pest Control,4,73,69,2,4.6,MEDIUM
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,Data Analysis,58,76,18,1,1.0,LOW
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,Precision Agriculture,92,64,-28,5,0.0,ACHIEVED
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,IoT Sensors,26,61,35,2,2.3,LOW
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,Farm Management,78,63,-15,1,0.0,ACHIEVED
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,Python,5,88,83,5,13.8,HIGH
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,Machine Learning,47,85,38,5,6.3,HIGH
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,SQL,68,84,16,1,1.0,LOW
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,React,25,61,36,4,4.8,MEDIUM
b3da05d3-ef82-4a21-a18b-a20495d8814c,Data Scientist,FastAPI,48,88,40,1,1.3,LOW
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,Soil Health,41,87,46,4,6.1,HIGH
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,Crop Science,18,74,56,3,5.6,MEDIUM
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,Irrigation Systems,96,90,-6,1,0.0,ACHIEVED
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,Pest Control,10,65,55,4,7.3,HIGH
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,Data Analysis,97,77,-20,1,0.0,ACHIEVED
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,Precision Agriculture,90,79,-11,4,0.0,ACHIEVED
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,IoT Sensors,65,87,22,3,2.2,LOW
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,Farm Management,45,89,44,2,2.9,LOW
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,Python,65,85,20,4,2.7,LOW
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,Machine Learning,46,68,22,5,3.7,MEDIUM
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,SQL,45,75,30,5,5.0,MEDIUM
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,React,66,68,2,1,1.0,LOW
005638f2-cb3d-4ce2-9735-292c17c19bcf,Agronomist,FastAPI,91,70,-21,3,0.0,ACHIEVED
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,Soil Health,40,84,44,1,1.5,LOW
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,Crop Science,11,64,53,5,8.8,HIGH
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,Irrigation Systems,67,77,10,3,1.0,LOW
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,Pest Control,48,87,39,3,3.9,MEDIUM
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,Data Analysis,60,78,18,1,1.0,LOW
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,Precision Agriculture,0,81,81,1,2.7,LOW
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,IoT Sensors,78,80,2,3,1.0,LOW
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,Farm Management,33,85,52,1,1.7,LOW
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,Python,25,67,42,5,7.0,HIGH
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,Machine Learning,80,67,-13,2,0.0,ACHIEVED
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,SQL,54,85,31,1,1.0,LOW
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,React,34,85,51,1,1.7,LOW
f40b1ebd-0537-4e87-98d7-a232772bd91e,Data Scientist,FastAPI,74,70,-4,3,0.0,ACHIEVED
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,Soil Health,72,81,9,4,1.2,LOW
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,Crop Science,52,76,24,2,1.6,LOW
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,Irrigation Systems,42,60,18,4,2.4,LOW
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,Pest Control,95,61,-34,2,0.0,ACHIEVED
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,Data Analysis,6,71,65,4,8.7,HIGH
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,Precision Agriculture,8,88,80,1,2.7,LOW
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,IoT Sensors,97,65,-32,4,0.0,ACHIEVED
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,Farm Management,70,72,2,3,1.0,LOW
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,Python,30,75,45,3,4.5,MEDIUM
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,Machine Learning,35,74,39,2,2.6,LOW
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,SQL,33,86,53,3,5.3,MEDIUM
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,React,88,77,-11,5,0.0,ACHIEVED
5afb3f40-af6d-4017-b2ce-39bdfc72475c,Agronomist,FastAPI,54,73,19,2,1.3,LOW
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,Soil Health,90,77,-13,3,0.0,ACHIEVED
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,Crop Science,100,66,-34,1,0.0,ACHIEVED
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,Irrigation Systems,61,87,26,1,1.0,LOW
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,Pest Control,54,67,13,3,1.3,LOW
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,Data Analysis,15,76,61,4,8.1,HIGH
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,Precision Agriculture,60,80,20,2,1.3,LOW
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,IoT Sensors,98,88,-10,2,0.0,ACHIEVED
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,Farm Management,26,73,47,2,3.1,MEDIUM
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,Python,25,77,52,4,6.9,HIGH
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,Machine Learning,88,81,-7,3,0.0,ACHIEVED
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,SQL,56,72,16,4,2.1,LOW
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,React,39,73,34,3,3.4,MEDIUM
a8bc808a-4ab8-44c7-bca8-4e5d7b39f8ce,Data Scientist,FastAPI,90,70,-20,3,0.0,ACHIEVED
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,Soil Health,51,85,34,5,5.7,MEDIUM
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,Crop Science,53,82,29,4,3.9,MEDIUM
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,Irrigation Systems,26,67,41,4,5.5,MEDIUM
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,Pest Control,54,64,10,3,1.0,LOW
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,Data Analysis,18,78,60,5,10.0,HIGH
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,Precision Agriculture,5,86,81,2,5.4,MEDIUM
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,IoT Sensors,77,75,-2,4,0.0,ACHIEVED
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,Farm Management,81,83,2,3,1.0,LOW
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,Python,60,86,26,4,3.5,MEDIUM
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,Machine Learning,22,74,52,3,5.2,MEDIUM
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,SQL,15,78,63,3,6.3,HIGH
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,React,16,76,60,2,4.0,MEDIUM
4e651c60-74ab-4442-bddc-fda297510ff2,Farm Manager,FastAPI,60,70,10,1,1.0,LOW
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,Soil Health,19,62,43,3,4.3,MEDIUM
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,Crop Science,96,69,-27,4,0.0,ACHIEVED
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,Irrigation Systems,44,70,26,5,4.3,MEDIUM
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,Pest Control,89,67,-22,1,0.0,ACHIEVED
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,Data Analysis,68,62,-6,5,0.0,ACHIEVED
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,Precision Agriculture,32,68,36,1,1.2,LOW
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,IoT Sensors,3,62,59,4,7.9,HIGH
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,Farm Management,12,74,62,5,10.3,HIGH
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,Python,51,67,16,3,1.6,LOW
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,Machine Learning,65,90,25,3,2.5,LOW
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,SQL,95,77,-18,3,0.0,ACHIEVED
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,React,32,83,51,1,1.7,LOW
3ffbd4d1-c949-4a7a-85ee-fc041b247a72,Agronomist,FastAPI,43,65,22,1,1.0,LOW
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,Soil Health,78,78,0,1,0.0,ACHIEVED
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,Crop Science,70,64,-6,5,0.0,ACHIEVED
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,Irrigation Systems,46,81,35,4,4.7,MEDIUM
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,Pest Control,74,71,-3,1,0.0,ACHIEVED
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,Data Analysis,14,66,52,5,8.7,HIGH
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,Precision Agriculture,47,71,24,2,1.6,LOW
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,IoT Sensors,56,71,15,5,2.5,LOW
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,Farm Management,32,73,41,3,4.1,MEDIUM
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,Python,81,79,-2,4,0.0,ACHIEVED
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,Machine Learning,76,82,6,1,1.0,LOW
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,SQL,65,63,-2,5,0.0,ACHIEVED
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,React,86,79,-7,4,0.0,ACHIEVED
16fb6fcd-fe5c-41ba-8026-d3db986b936e,Agronomist,FastAPI,71,84,13,3,1.3,LOW
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,Soil Health,81,69,-12,4,0.0,ACHIEVED
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,Crop Science,37,63,26,4,3.5,MEDIUM
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,Irrigation Systems,45,87,42,2,2.8,LOW
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,Pest Control,24,77,53,5,8.8,HIGH
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,Data Analysis,55,85,30,2,2.0,LOW
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,Precision Agriculture,30,78,48,5,8.0,HIGH
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,IoT Sensors,30,65,35,1,1.2,LOW
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,Farm Management,45,79,34,1,1.1,LOW
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,Python,89,90,1,5,1.0,LOW
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,Machine Learning,55,64,9,3,1.0,LOW
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,SQL,84,65,-19,5,0.0,ACHIEVED
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,React,93,81,-12,2,0.0,ACHIEVED
9dde31e1-0a54-48f8-812c-29abde7c9be7,Data Scientist,FastAPI,37,70,33,4,4.4,MEDIUM
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,Soil Health,81,69,-12,2,0.0,ACHIEVED
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,Crop Science,87,84,-3,5,0.0,ACHIEVED
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,Irrigation Systems,83,77,-6,1,0.0,ACHIEVED
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,Pest Control,16,83,67,4,8.9,HIGH
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,Data Analysis,5,73,68,3,6.8,HIGH
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,Precision Agriculture,60,70,10,2,1.0,LOW
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,IoT Sensors,63,67,4,2,1.0,LOW
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,Farm Management,56,63,7,3,1.0,LOW
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,Python,71,87,16,3,1.6,LOW
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,Machine Learning,67,81,14,1,1.0,LOW
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,SQL,23,89,66,1,2.2,LOW
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,React,91,70,-21,5,0.0,ACHIEVED
67b58b0c-4fc1-476f-aa40-eb63b37d132f,ML Engineer,FastAPI,3,67,64,2,4.3,MEDIUM
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,Soil Health,49,66,17,1,1.0,LOW
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,Crop Science,76,68,-8,2,0.0,ACHIEVED
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,Irrigation Systems,22,70,48,1,1.6,LOW
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,Pest Control,27,80,53,5,8.8,HIGH
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,Data Analysis,63,87,24,3,2.4,LOW
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,Precision Agriculture,11,61,50,2,3.3,MEDIUM
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,IoT Sensors,65,82,17,3,1.7,LOW
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,Farm Management,87,86,-1,4,0.0,ACHIEVED
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,Python,87,88,1,3,1.0,LOW
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,Machine Learning,0,80,80,1,2.7,LOW
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,SQL,32,88,56,5,9.3,HIGH
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,React,71,90,19,3,1.9,LOW
8bd45c66-777d-4b44-a727-2103d17091ae,Software Engineer,FastAPI,39,88,49,5,8.2,HIGH
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,Soil Health,0,60,60,5,10.0,HIGH
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,Crop Science,3,77,74,1,2.5,LOW
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,Irrigation Systems,61,67,6,3,1.0,LOW
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,Pest Control,0,90,90,5,15.0,HIGH
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,Data Analysis,33,89,56,2,3.7,MEDIUM
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,Precision Agriculture,72,78,6,3,1.0,LOW
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,IoT Sensors,92,90,-2,3,0.0,ACHIEVED
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,Farm Management,91,78,-13,4,0.0,ACHIEVED
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,Python,15,72,57,1,1.9,LOW
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,Machine Learning,62,70,8,5,1.3,LOW
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,SQL,14,84,70,1,2.3,LOW
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,React,78,63,-15,5,0.0,ACHIEVED
d55588e2-f6e2-4bcb-b758-b6b81a7dfe60,Farm Manager,FastAPI,5,85,80,4,10.7,HIGH
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,Soil Health,92,83,-9,2,0.0,ACHIEVED
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,Crop Science,63,87,24,4,3.2,MEDIUM
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,Irrigation Systems,99,67,-32,5,0.0,ACHIEVED
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,Pest Control,9,62,53,1,1.8,LOW
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,Data Analysis,34,69,35,1,1.2,LOW
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,Precision Agriculture,71,62,-9,2,0.0,ACHIEVED
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,IoT Sensors,37,89,52,3,5.2,MEDIUM
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,Farm Management,76,83,7,1,1.0,LOW
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,Python,26,60,34,4,4.5,MEDIUM
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,Machine Learning,37,64,27,2,1.8,LOW
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,SQL,53,68,15,4,2.0,LOW
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,React,39,76,37,1,1.2,LOW
cab924fa-038f-4f55-ad23-0a77f40df14a,Software Engineer,FastAPI,4,70,66,3,6.6,HIGH
fcd95cdd-9efb-4629-87e3-97ec7d6303ae,ML Engineer,Soil Health,35,82,47,1,1.6,LOW
fcd95cdd-9efb-4629-87e3-97ec7d6303ae,ML Engineer,Crop Science,73,89,16,2,1.1,LOW
